Order Date,Profit,Customer Segment
6/11/2015,253.3032,Small Business
6/12/2015,-723.784,Small Business
6/12/2015,589.188,Small Business
6/12/2015,-1314.992,Small Business
3/21/2015,3043.0311,Home Office
6/30/2015,-44.624,Home Office
5/25/2015,309.254,Home Office
1/21/2015,61.2927,Home Office
3/27/2015,91.73,Corporate
3/27/2015,53.0679,Corporate
2/28/2015,-14.6432,Corporate
3/11/2015,-127.56,Home Office
3/11/2015,282.18,Home Office
3/11/2015,-96.338,Home Office
2/20/2015,-23.35788,Home Office
2/20/2015,-18.2416,Home Office
2/20/2015,1428.9104,Home Office
6/16/2015,509.9583,Corporate
3/11/2015,-255.65,Corporate
3/11/2015,-76.54,Corporate
3/11/2015,-10.09,Corporate
3/11/2015,-92.87,Corporate
2/4/2015,-298.886,Home Office
2/4/2015,-145.852,Home Office
2/4/2015,-27.951,Home Office
5/7/2015,-3.6547,Small Business
6/29/2015,731.922,Small Business
6/29/2015,186.558,Small Business
6/13/2015,-138.0368,Small Business
6/22/2015,199.1823,Corporate
6/14/2015,711.0519,Consumer
6/14/2015,-899.675,Consumer
2/10/2015,-189.224,Home Office
1/9/2015,0.51,Small Business
3/30/2015,-52.248,Home Office
5/21/2015,70.176,Home Office
1/9/2015,-161.924,Small Business
1/17/2015,-157.696,Consumer
2/6/2015,-56.446,Corporate
2/6/2015,33.189,Corporate
6/23/2015,-367.165,Corporate
6/25/2015,-243.544,Consumer
1/1/2015,-337.092,Small Business
3/22/2015,68.676,Small Business
5/18/2015,481.032,Small Business
2/13/2015,-4.018,Consumer
6/1/2015,-2.0097,Consumer
6/1/2015,-477.372,Consumer
3/25/2015,-954.758,Consumer
3/25/2015,219.4734,Consumer
4/15/2015,-390.768,Consumer
3/1/2015,-155.21,Corporate
4/13/2015,-6.642,Corporate
2/9/2015,27.234,Consumer
2/16/2015,-8.398,Corporate
4/4/2015,83.7936,Corporate
4/4/2015,-77.82372,Corporate
5/11/2015,5078.538,Corporate
5/11/2015,23.276,Corporate
5/11/2015,17.754,Corporate
4/10/2015,-3.9312,Home Office
1/16/2015,2.4548,Small Business
1/16/2015,-537.2797773,Small Business
1/7/2015,-14.35982,Home Office
1/7/2015,-2870.2776,Home Office
1/7/2015,77.9836,Home Office
4/15/2015,-200.859,Home Office
2/6/2015,-33.2956,Home Office
5/11/2015,-90.5855,Consumer
5/11/2015,-36.9,Consumer
4/8/2015,341.1981,Consumer
4/6/2015,-175.13,Consumer
4/6/2015,3.96,Consumer
5/24/2015,1.6169,Small Business
5/24/2015,65.394,Small Business
5/24/2015,1.336,Small Business
3/27/2015,1674.7542,Home Office
3/27/2015,300.0465,Home Office
3/27/2015,-28.09,Home Office
2/16/2015,-263.1119291,Home Office
5/28/2015,-38.808,Corporate
1/15/2015,15.984,Home Office
4/15/2015,-88.158,Home Office
2/10/2015,-76.1068,Home Office
4/9/2015,-73.49412,Home Office
1/14/2015,-272.860884,Home Office
1/14/2015,10.5792,Home Office
1/12/2015,1127.5497,Home Office
2/26/2015,147.7566,Home Office
6/14/2015,69.5451,Small Business
3/15/2015,8.53,Small Business
3/25/2015,507.633,Corporate
3/25/2015,38.23,Corporate
2/24/2015,100.1328,Corporate
5/9/2015,15.096,Corporate
5/9/2015,14.9124,Corporate
5/9/2015,-135.226,Corporate
1/24/2015,-457.73,Corporate
1/24/2015,-268.664,Corporate
2/26/2015,-8.28,Consumer
4/24/2015,1912.422,Small Business
4/24/2015,-739.326,Small Business
2/9/2015,-40.53,Small Business
5/12/2015,0.696,Small Business
6/7/2015,15.528,Small Business
6/7/2015,-225.5638,Small Business
3/20/2015,-22.72,Consumer
5/3/2015,-163.53,Consumer
5/3/2015,554.77,Consumer
2/14/2015,-38.38,Consumer
3/14/2015,-56.35,Consumer
2/14/2015,-19.9576,Consumer
3/14/2015,-56.35,Consumer
3/3/2015,-129.01,Corporate
3/24/2015,-628.38,Corporate
1/24/2015,616.5357,Corporate
6/1/2015,-143.235,Corporate
1/23/2015,-123.1816,Consumer
1/23/2015,-28.798,Consumer
5/11/2015,-273.98,Consumer
1/16/2015,-253.778,Home Office
3/25/2015,-152.5245,Small Business
3/25/2015,-18.85,Small Business
1/17/2015,-220.052,Home Office
1/17/2015,20.39337,Home Office
1/17/2015,38.2812,Small Business
5/20/2015,3670.3515,Small Business
1/21/2015,21.0035,Consumer
5/10/2015,13.536,Small Business
3/16/2015,-167.048,Corporate
4/11/2015,-31.094,Corporate
5/29/2015,-6.202,Corporate
3/8/2015,-48.874,Consumer
1/17/2015,-144.592,Corporate
5/16/2015,-258.566,Corporate
1/31/2015,13.508,Corporate
2/7/2015,-66.48,Corporate
2/7/2015,-52.33,Corporate
5/16/2015,-59.06,Corporate
5/7/2015,149.166,Corporate
1/21/2015,-76.9,Small Business
2/22/2015,376.8849,Corporate
4/7/2015,-88.6248,Small Business
4/4/2015,-662.52,Small Business
4/4/2015,9228.2256,Small Business
6/28/2015,-32.28,Small Business
4/4/2015,-596.268,Small Business
4/4/2015,7889.6877,Small Business
4/4/2015,1545.80976,Small Business
6/28/2015,-16.14,Small Business
6/3/2015,-130.424,Corporate
6/3/2015,-106.421,Corporate
3/28/2015,-16476.838,Corporate
6/14/2015,-108.2725,Corporate
5/3/2015,-90.748,Corporate
2/12/2015,-121.05808,Consumer
1/9/2015,-51.737,Home Office
2/14/2015,116.5063,Home Office
6/12/2015,-247.55157,Consumer
6/12/2015,-277.20924,Consumer
6/12/2015,-93.0645,Consumer
1/9/2015,-48.236,Home Office
2/14/2015,44.2911,Home Office
2/27/2015,43.2752,Consumer
2/27/2015,-36.21462,Consumer
2/27/2015,7.03296,Consumer
1/22/2015,-16.772,Consumer
3/1/2015,514.1772,Consumer
3/1/2015,235.656,Consumer
5/4/2015,3.5581,Consumer
3/26/2015,5.3397,Home Office
3/6/2015,-807.89,Home Office
6/14/2015,123.89175,Consumer
2/4/2015,-53.898,Consumer
4/22/2015,26.5029,Consumer
1/3/2015,90.6246,Consumer
4/2/2015,-20.8764,Corporate
5/10/2015,6.48324,Consumer
5/10/2015,2.332,Consumer
6/12/2015,454.4478,Corporate
1/7/2015,15.1524,Home Office
1/6/2015,-90.7556,Home Office
1/21/2015,960.984,Consumer
1/6/2015,-13706.464,Home Office
6/1/2015,300.9258,Corporate
3/17/2015,-40.76,Home Office
5/23/2015,-986.524,Home Office
5/23/2015,-141.666,Home Office
2/11/2015,47.334,Home Office
2/5/2015,60.5616,Consumer
4/15/2015,-47.243088,Consumer
4/15/2015,9.154,Consumer
2/5/2015,40.92,Consumer
4/15/2015,149.72,Consumer
4/15/2015,-52.49232,Consumer
4/15/2015,7.96,Consumer
4/15/2015,-459.0828,Consumer
4/18/2015,-517.17,Corporate
5/12/2015,-7.61,Corporate
2/19/2015,38.0397,Corporate
4/18/2015,-429.86,Corporate
4/18/2015,264.1665,Corporate
2/19/2015,-47.12,Corporate
1/6/2015,-101.246,Corporate
1/6/2015,-1.88,Corporate
3/25/2015,-11.69,Corporate
1/6/2015,250.9806,Corporate
1/6/2015,-57.753,Corporate
1/6/2015,-47.97,Corporate
4/19/2015,-219.07908,Corporate
4/19/2015,-18.8784,Corporate
3/30/2015,369.2052,Home Office
4/1/2015,19.35,Consumer
4/1/2015,-967.834,Consumer
3/19/2015,-28.45,Home Office
3/19/2015,72.78,Home Office
6/15/2015,13.2294,Home Office
5/3/2015,-88.82,Consumer
1/17/2015,15.354,Corporate
1/17/2015,-357.924,Corporate
1/29/2015,34.302,Consumer
3/1/2015,-7.96,Home Office
3/1/2015,4407.44,Home Office
4/17/2015,-1025.0172,Home Office
4/5/2015,429.754356,Home Office
4/26/2015,588.54,Consumer
2/24/2015,2653.2915,Home Office
2/24/2015,-1.84,Home Office
3/18/2015,237.0426,Consumer
5/17/2015,2502.6852,Corporate
5/17/2015,0.688,Corporate
1/1/2015,36.906,Home Office
2/27/2015,-216.0298,Home Office
4/16/2015,-45.472,Home Office
3/27/2015,16.1364,Home Office
3/1/2015,-29.61,Home Office
4/4/2015,125.724,Home Office
2/24/2015,114.882,Home Office
2/6/2015,-14.448,Home Office
1/21/2015,-42.546,Home Office
4/19/2015,14,Corporate
5/30/2015,52.988,Home Office
4/8/2015,285.4737,Corporate
5/30/2015,10.508,Home Office
5/30/2015,1448.7309,Home Office
5/30/2015,1.004,Home Office
3/22/2015,-521.09,Corporate
3/22/2015,-29.49,Corporate
4/19/2015,386.0067,Corporate
4/19/2015,-1867.97,Corporate
1/26/2015,-1920.9336,Consumer
1/26/2015,-37.1752,Consumer
2/1/2015,-213.4028,Small Business
1/6/2015,-15.48,Small Business
6/19/2015,-50.245,Consumer
4/7/2015,-387.1044,Consumer
6/18/2015,-55.97,Consumer
1/22/2015,-66.2473,Corporate
4/18/2015,-171.1577,Home Office
4/18/2015,624.239,Home Office
4/18/2015,-14.3241,Home Office
4/18/2015,604.0191,Home Office
4/18/2015,-11.6316,Home Office
3/18/2015,442.3659,Small Business
1/18/2015,-259.756,Corporate
1/18/2015,1469.7276,Corporate
1/18/2015,-83.55306,Corporate
5/20/2015,-16.89,Consumer
5/20/2015,25.51,Consumer
1/10/2015,-850.6524,Consumer
1/10/2015,98.5251,Consumer
3/23/2015,214.23,Consumer
5/5/2015,21.8834,Corporate
5/16/2015,290.202,Consumer
5/6/2015,12.146,Home Office
5/6/2015,5.687,Home Office
1/3/2015,-181.102,Home Office
1/21/2015,882.93,Home Office
1/21/2015,6.6804,Home Office
5/15/2015,46.29,Corporate
5/15/2015,177.79,Corporate
4/30/2015,-14.9904,Home Office
2/22/2015,638.3811,Home Office
1/25/2015,17.652,Consumer
5/7/2015,739.674,Consumer
6/2/2015,-23.156,Consumer
6/3/2015,-10.435,Corporate
4/17/2015,-78.91668,Home Office
4/17/2015,-13562.63741,Home Office
3/5/2015,-63.35,Home Office
6/18/2015,-8.904,Corporate
3/22/2015,88.72,Home Office
3/22/2015,7.2519,Home Office
4/4/2015,-191.49,Home Office
2/13/2015,-1330.5,Home Office
3/17/2015,1320.5496,Corporate
3/17/2015,1585.503,Corporate
3/18/2015,526.0422,Corporate
5/18/2015,-40.432,Consumer
3/12/2015,-88.61,Small Business
4/21/2015,109.16,Small Business
6/24/2015,-136.122,Corporate
6/12/2015,-27.375,Corporate
6/12/2015,-435.7575,Corporate
6/12/2015,682.53,Corporate
6/12/2015,-277.222,Corporate
6/21/2015,-266.686,Corporate
6/21/2015,-12.278,Corporate
2/19/2015,265.1118,Home Office
2/19/2015,9.5608,Home Office
2/19/2015,390.0984,Home Office
2/13/2015,46.65,Corporate
1/17/2015,-1250.746,Corporate
3/27/2015,374.904,Corporate
3/27/2015,-528.836,Corporate
1/29/2015,-272.7132,Corporate
1/29/2015,-162.694,Corporate
6/26/2015,-115.9039,Corporate
5/8/2015,-729.988,Corporate
3/26/2015,-133.546,Home Office
3/31/2015,272.694,Home Office
4/19/2015,-61.6,Corporate
1/12/2015,66.852,Consumer
5/16/2015,17.8398,Corporate
2/1/2015,976.2672,Corporate
2/1/2015,23.2047,Corporate
5/16/2015,183.843,Corporate
2/1/2015,167.463,Corporate
2/11/2015,1307.2692,Corporate
2/11/2015,-15.8184,Corporate
2/11/2015,-55.8324,Corporate
4/7/2015,550.3808,Consumer
1/3/2015,1.68,Corporate
6/30/2015,450.4596,Corporate
6/30/2015,8798.1831,Corporate
6/30/2015,-5.385,Corporate
2/5/2015,3031.9724,Corporate
4/18/2015,138.018,Home Office
4/18/2015,38.874,Home Office
1/8/2015,-45.528,Home Office
6/6/2015,567.59,Corporate
6/6/2015,-28.45,Corporate
6/6/2015,-14.225,Corporate
3/26/2015,-601.804,Corporate
4/23/2015,38.406,Corporate
2/26/2015,53.1144,Corporate
2/26/2015,8.742,Corporate
4/29/2015,636.522,Corporate
4/20/2015,4554.4347,Home Office
4/20/2015,618.19308,Home Office
2/1/2015,-15.1844,Consumer
1/1/2015,-61.194,Consumer
3/26/2015,18.174,Corporate
3/18/2015,-49.53,Home Office
1/3/2015,-407.85,Home Office
1/10/2015,-191.2576,Home Office
2/6/2015,196.52328,Home Office
1/31/2015,-343.868,Corporate
4/16/2015,-3971.0628,Corporate
2/18/2015,-18.4782,Home Office
2/18/2015,-381.8412,Home Office
2/18/2015,12.5504,Home Office
2/18/2015,45.3324,Home Office
6/13/2015,33.66,Home Office
2/10/2015,15.678,Corporate
1/6/2015,52.776,Corporate
1/5/2015,-162.8244,Corporate
2/9/2015,-6.93082,Corporate
3/16/2015,-118.54,Home Office
3/16/2015,2963.48,Home Office
5/3/2015,398.3025,Home Office
5/3/2015,709.852,Home Office
5/3/2015,80.8092,Home Office
5/20/2015,371.272,Corporate
5/20/2015,77.0008954,Corporate
5/20/2015,27.9686,Corporate
1/9/2015,-66.77958,Small Business
1/9/2015,-144.9188,Small Business
1/9/2015,-5.0716,Small Business
1/27/2015,-1.18,Small Business
6/15/2015,-203.098,Home Office
5/8/2015,-48.57,Corporate
5/8/2015,-48.57,Corporate
2/14/2015,-47.28,Home Office
2/14/2015,722.241,Home Office
2/14/2015,-161,Home Office
2/14/2015,848.3646,Home Office
4/7/2015,-88.8408,Small Business
4/7/2015,1208.9904,Small Business
4/7/2015,9.9912,Small Business
6/26/2015,126.225,Small Business
6/26/2015,187.7628,Small Business
5/22/2015,295.9065,Small Business
5/22/2015,-2111.36,Small Business
3/25/2015,-9.13,Small Business
1/31/2015,357.428,Home Office
1/31/2015,40.3512,Home Office
1/31/2015,27.6345,Home Office
2/4/2015,751.58,Home Office
1/4/2015,-663.5142,Home Office
2/4/2015,-157.56,Home Office
2/10/2015,-87.99804,Consumer
1/5/2015,-35.2904,Consumer
1/5/2015,-74.8836,Consumer
1/22/2015,-98.056,Home Office
1/1/2015,-425.2084,Home Office
4/19/2015,631.33,Home Office
6/23/2015,-22.176,Corporate
6/23/2015,-214.104,Corporate
6/23/2015,-26.936,Corporate
2/28/2015,-324.73,Consumer
2/21/2015,1500.12,Small Business
4/6/2015,-313.0218,Corporate
4/13/2015,-192.5532,Home Office
1/27/2015,-464.282,Corporate
4/28/2015,156.7434,Corporate
4/28/2015,110.118,Corporate
1/2/2015,-42.588,Corporate
3/24/2015,-222.95,Corporate
6/12/2015,7.6245,Corporate
3/9/2015,-1676.612,Corporate
3/9/2015,45.1278,Corporate
2/15/2015,-52.864,Corporate
2/15/2015,45.378,Corporate
4/21/2015,4949.916,Corporate
4/21/2015,1055.604,Corporate
1/26/2015,359.83,Corporate
1/29/2015,-69.874,Corporate
1/29/2015,-135.74,Corporate
5/26/2015,-14.52,Corporate
5/26/2015,171.2649,Corporate
6/3/2015,138.222,Small Business
2/6/2015,711.2448,Small Business
2/6/2015,-1084.846963,Small Business
2/6/2015,-156.772,Small Business
3/16/2015,-37.6,Corporate
5/5/2015,1389.5772,Corporate
5/5/2015,-222.816,Corporate
5/5/2015,-133.71,Corporate
6/30/2015,2653.7814,Consumer
6/22/2015,10.32,Home Office
1/27/2015,997.38144,Home Office
2/5/2015,-36.0308,Home Office
1/24/2015,-28.954,Home Office
3/13/2015,-85.022,Corporate
2/4/2015,99.198,Corporate
2/4/2015,136.0314,Corporate
2/4/2015,-100.072,Corporate
3/25/2015,-12.0267,Corporate
3/25/2015,122.508,Corporate
3/25/2015,-12.0267,Corporate
2/19/2015,34.068,Corporate
5/4/2015,2.97,Home Office
1/6/2015,385.3029,Home Office
1/6/2015,187.2,Home Office
2/4/2015,779.4723,Corporate
2/11/2015,27.726,Corporate
1/3/2015,244.464,Corporate
1/3/2015,-473.578,Corporate
2/11/2015,-96.05,Corporate
1/3/2015,-270.85,Corporate
6/21/2015,800.2551,Small Business
3/24/2015,-50.4,Small Business
3/24/2015,-348.754,Small Business
3/16/2015,-550.43,Small Business
3/16/2015,-52.12,Small Business
6/19/2015,-27.005,Small Business
3/24/2015,74.6385,Home Office
6/23/2015,-122.235,Small Business
4/6/2015,427.0065,Consumer
4/9/2015,-190.49,Small Business
4/9/2015,-8.77,Small Business
6/2/2015,-7.685,Home Office
1/13/2015,-82.5592,Home Office
3/29/2015,18.1475,Home Office
5/25/2015,2.806,Home Office
3/14/2015,-132.426,Corporate
3/14/2015,-411.236,Corporate
1/10/2015,-48.972,Corporate
5/20/2015,62.298,Corporate
3/30/2015,-119.32,Corporate
6/20/2015,756.6747,Consumer
6/20/2015,-222.343,Consumer
6/23/2015,-1537.1356,Home Office
4/29/2015,52.6976,Corporate
4/29/2015,-78.19416,Corporate
2/15/2015,465.4395,Consumer
6/16/2015,-89.27,Consumer
3/15/2015,385.37,Consumer
3/4/2015,147,Corporate
2/14/2015,-1045.016,Home Office
2/5/2015,167.16,Home Office
2/25/2015,-344.82,Corporate
4/11/2015,-61.5276,Home Office
1/13/2015,-41.9727,Consumer
3/15/2015,-1.56,Corporate
3/5/2015,-100.24,Corporate
3/5/2015,-262.62,Corporate
5/5/2015,1019.7096,Small Business
4/26/2015,19.04,Small Business
5/5/2015,-1069.72,Small Business
4/26/2015,19.04,Small Business
5/5/2015,1408.1865,Small Business
5/5/2015,-1069.72,Small Business
5/22/2015,2000.11,Small Business
5/25/2015,-45.64,Corporate
5/25/2015,204.49,Corporate
6/4/2015,-1455.9972,Corporate
6/4/2015,-22.56,Corporate
5/29/2015,-1191.526,Corporate
1/4/2015,-45.01,Corporate
5/1/2015,39.21,Corporate
5/1/2015,100.38,Corporate
3/23/2015,79.4232,Corporate
2/24/2015,-15.0904,Corporate
3/14/2015,-60.564,Consumer
1/6/2015,-1473.906,Consumer
1/10/2015,-343.126,Consumer
1/10/2015,66.36,Consumer
3/26/2015,-162.918,Consumer
3/26/2015,859.7178,Consumer
5/6/2015,-23.072,Consumer
5/24/2015,650.3,Home Office
1/22/2015,-154.307,Home Office
1/21/2015,269.94,Home Office
3/15/2015,63.0591,Small Business
5/2/2015,139.5801,Small Business
5/2/2015,109.67,Small Business
2/17/2015,395.308,Corporate
3/24/2015,104.9145,Home Office
4/10/2015,24.59,Home Office
3/29/2015,-458.744,Home Office
6/10/2015,-9.177,Consumer
5/19/2015,-121.75,Consumer
5/19/2015,24.35,Consumer
6/6/2015,-34.7645,Consumer
6/10/2015,-7.3416,Consumer
3/1/2015,35.29,Home Office
4/4/2015,-100.17,Consumer
4/4/2015,-3.948,Consumer
1/18/2015,1633.986,Corporate
6/1/2015,-2002.6314,Corporate
6/29/2015,-126.208,Consumer
5/23/2015,-5.54,Home Office
3/1/2015,-68.432,Corporate
1/22/2015,733.2822,Home Office
1/22/2015,-905.9904,Home Office
1/22/2015,-21.63242,Home Office
1/3/2015,-35.04,Home Office
5/23/2015,5.98,Home Office
1/3/2015,-35.04,Home Office
1/3/2015,149.53,Home Office
5/11/2015,608.262,Consumer
5/11/2015,-570.1696,Consumer
1/20/2015,1.278,Consumer
1/20/2015,424.29,Consumer
2/27/2015,-3.71956,Corporate
2/27/2015,101.972,Corporate
2/27/2015,-16.6348,Corporate
4/27/2015,765.75,Home Office
3/13/2015,-335.041,Corporate
2/21/2015,35.2797,Home Office
4/6/2015,-188.034,Corporate
3/13/2015,322.122,Corporate
3/13/2015,366.54,Corporate
2/6/2015,-439.908,Small Business
2/6/2015,1087.716,Small Business
2/3/2015,9.204,Small Business
6/20/2015,257.0832,Small Business
6/20/2015,0.7854,Small Business
6/2/2015,88.56,Small Business
4/9/2015,12.726,Consumer
4/9/2015,160.8066,Consumer
2/11/2015,-1596.7458,Consumer
4/26/2015,1388.3559,Home Office
1/12/2015,109.836,Home Office
2/14/2015,-93.85,Home Office
1/12/2015,82.7034,Home Office
2/14/2015,-93.85,Home Office
4/26/2015,0.37,Consumer
4/26/2015,1947.67,Home Office
1/12/2015,109.836,Home Office
1/12/2015,128.03,Home Office
4/9/2015,31.752,Consumer
4/9/2015,117.208,Consumer
4/26/2015,0.37,Consumer
2/18/2015,1240.25,Corporate
2/18/2015,-533.232,Corporate
2/2/2015,-61.59,Small Business
2/5/2015,-46.25,Small Business
2/18/2015,1240.25,Corporate
2/2/2015,-32.0268,Small Business
3/19/2015,-45.816,Home Office
3/19/2015,30.63,Home Office
6/5/2015,-6.835,Home Office
6/5/2015,7024.2069,Home Office
1/8/2015,-137.494,Home Office
5/5/2015,308.67,Home Office
6/15/2015,-223.944,Home Office
6/5/2015,36.495,Home Office
6/5/2015,255.7692,Home Office
2/18/2015,1656.6555,Home Office
6/5/2015,2639.01,Home Office
5/23/2015,395.76,Corporate
5/23/2015,-39.396,Corporate
3/29/2015,-89.5,Small Business
5/2/2015,28.4,Small Business
3/29/2015,103.2723,Small Business
4/7/2015,215.718,Home Office
4/7/2015,106.9848,Home Office
6/11/2015,3.54,Small Business
6/11/2015,40.284,Small Business
3/10/2015,90.024,Home Office
4/19/2015,2.232,Small Business
4/4/2015,840.051,Small Business
4/21/2015,61.47,Small Business
4/21/2015,18.27,Small Business
4/21/2015,-513.79042,Small Business
6/4/2015,23.87,Small Business
4/21/2015,61.47,Small Business
4/21/2015,18.27,Small Business
4/21/2015,-513.79042,Small Business
6/4/2015,35.805,Small Business
4/4/2015,265.9605,Small Business
2/12/2015,-20.3205,Home Office
1/9/2015,-88.04,Home Office
2/2/2015,180.2349,Home Office
2/2/2015,29.5251,Home Office
3/22/2015,1261.4718,Consumer
4/8/2015,-59.96376,Consumer
4/8/2015,89.4148,Consumer
4/8/2015,27.0273,Home Office
4/25/2015,-150.2604,Consumer
4/25/2015,4899.1288,Consumer
4/25/2015,44.712,Consumer
4/25/2015,-22.626,Consumer
4/25/2015,4260.112,Consumer
4/25/2015,-25.14,Consumer
5/2/2015,309.7116,Home Office
5/2/2015,-128.856,Home Office
5/2/2015,-36.946,Home Office
1/3/2015,-274.498,Home Office
1/17/2015,0.588,Home Office
6/7/2015,-251.4039,Home Office
6/7/2015,-2.345,Home Office
6/9/2015,67.6062,Home Office
2/28/2015,-46.5244,Home Office
6/26/2015,200.0172,Home Office
4/17/2015,-39.606,Corporate
3/12/2015,311.73,Corporate
3/21/2015,-50.75,Corporate
4/5/2015,2225.07612,Corporate
4/5/2015,-338.180832,Corporate
5/16/2015,-136.252,Corporate
1/24/2015,-25.76,Corporate
3/11/2015,-45.21,Corporate
6/27/2015,-286.245,Corporate
1/17/2015,16.12,Corporate
1/17/2015,-815.9008,Corporate
1/17/2015,15.808,Corporate
3/23/2015,29.17,Corporate
3/23/2015,-48.97,Corporate
3/23/2015,84.05,Corporate
3/23/2015,17.8365,Corporate
2/9/2015,-20.2228,Corporate
3/23/2015,381.618,Corporate
3/19/2015,-177.058,Corporate
2/7/2015,164.082,Consumer
1/17/2015,-54.63,Corporate
1/5/2015,690.1794,Small Business
1/5/2015,1507.6431,Small Business
1/5/2015,801.7468,Small Business
1/7/2015,-139.18256,Small Business
6/8/2015,881.4681,Consumer
3/19/2015,3.84,Consumer
3/17/2015,-21.03,Corporate
3/17/2015,117.5208,Corporate
6/11/2015,-30.808,Corporate
5/4/2015,524.3172,Corporate
5/25/2015,21.78,Consumer
2/22/2015,-98.35,Consumer
2/22/2015,270.7905,Consumer
4/18/2015,223.416,Consumer
4/8/2015,-93.9274,Corporate
2/24/2015,-321.51,Small Business
4/2/2015,246.2748,Home Office
4/2/2015,93.9504,Home Office
3/28/2015,29.98,Corporate
3/28/2015,-121.2,Corporate
4/21/2015,10.7824,Home Office
5/29/2015,2008.71,Home Office
5/29/2015,-80.53,Home Office
5/29/2015,-48.958,Home Office
6/16/2015,-32.816,Small Business
6/16/2015,-15.61,Small Business
2/15/2015,23.616,Small Business
2/15/2015,-1748.012,Small Business
4/10/2015,-180.152,Small Business
4/10/2015,8.388,Small Business
4/10/2015,9.9399,Small Business
4/4/2015,-66.171,Small Business
5/4/2015,51.2187,Home Office
5/4/2015,380.468,Home Office
3/5/2015,-89.418,Home Office
2/23/2015,9.252,Corporate
2/23/2015,-1197.042,Corporate
5/22/2015,-103.224,Corporate
4/8/2015,-84.6288,Corporate
4/30/2015,2755.6422,Consumer
4/30/2015,-256.018,Consumer
5/28/2015,-41.77,Consumer
5/28/2015,-1014.11,Consumer
6/21/2015,17.4294,Corporate
6/21/2015,-178.8696,Corporate
1/12/2015,-74.64,Corporate
3/1/2015,65.41,Consumer
6/16/2015,-25.634,Small Business
5/1/2015,-37.562,Home Office
5/1/2015,-449.694,Home Office
1/17/2015,-66.248,Home Office
3/6/2015,501.69,Consumer
4/22/2015,566.6073,Small Business
6/1/2015,-57.56,Small Business
4/13/2015,164.0613,Small Business
3/12/2015,218.2332,Small Business
3/18/2015,1049.03,Corporate
2/5/2015,-102.93,Corporate
3/18/2015,1049.03,Corporate
3/8/2015,664.518,Small Business
4/22/2015,105.7,Corporate
4/22/2015,-21.06,Corporate
5/28/2015,-5.08,Corporate
3/8/2015,1289.382,Corporate
6/13/2015,-191.548,Corporate
3/26/2015,-29.003,Corporate
1/30/2015,2860.9332,Consumer
1/12/2015,2692.4421,Consumer
1/12/2015,2.0672,Consumer
2/11/2015,111.0525,Consumer
2/11/2015,-1963.752,Consumer
6/11/2015,-60.704,Corporate
1/31/2015,-37.789,Consumer
1/31/2015,7576.11,Consumer
1/31/2015,-43.26,Consumer
3/12/2015,-44.436,Consumer
1/15/2015,4.85,Corporate
3/20/2015,3.5949,Corporate
6/7/2015,15.8148,Corporate
1/26/2015,-69.91,Corporate
1/26/2015,1630.5252,Corporate
1/26/2015,-457.16,Corporate
1/21/2015,266.7609,Corporate
1/10/2015,-159.3028,Consumer
1/21/2015,29.8839,Corporate
6/28/2015,52.764,Home Office
2/5/2015,2699.9838,Small Business
2/5/2015,-170.98,Small Business
2/7/2015,-95.6186,Corporate
6/1/2015,-2.376,Corporate
6/1/2015,-18.3216,Corporate
5/10/2015,-82.64,Home Office
1/14/2015,31.59,Home Office
4/30/2015,165.6345,Corporate
5/20/2015,19.308,Consumer
5/20/2015,0.33,Consumer
2/19/2015,-35.26,Corporate
6/1/2015,322.2507,Corporate
3/25/2015,-221.5,Small Business
3/25/2015,206.352,Small Business
3/8/2015,439.7853,Home Office
3/8/2015,-149.4573,Home Office
3/19/2015,21.096,Corporate
6/11/2015,1166.628,Corporate
6/11/2015,-40.6042,Corporate
6/11/2015,-294.084,Corporate
4/9/2015,55.5552,Corporate
4/9/2015,-535.332,Corporate
4/9/2015,-208.7204,Corporate
6/6/2015,38.886,Corporate
4/9/2015,719.3526,Consumer
1/21/2015,-12.87678,Corporate
1/21/2015,618.1308,Corporate
3/10/2015,-14140.7016,Consumer
5/17/2015,-8.876,Corporate
5/23/2015,14.754,Corporate
5/23/2015,669.612,Corporate
5/23/2015,213,Corporate
4/1/2015,-8.3881,Corporate
2/28/2015,4.90176,Corporate
4/11/2015,76.3899,Corporate
2/23/2015,-36.77,Corporate
2/23/2015,87.03,Corporate
4/17/2015,-582.648,Corporate
1/8/2015,3602.1312,Corporate
4/17/2015,-582.648,Corporate
5/25/2015,-66.585,Corporate
1/22/2015,441.594,Small Business
1/22/2015,394.17,Small Business
4/6/2015,13.4481,Home Office
6/22/2015,4033.6089,Home Office
6/22/2015,141.7824,Home Office
3/2/2015,74.1819,Consumer
3/2/2015,82.31,Consumer
3/28/2015,-2.352,Small Business
5/8/2015,1059.288,Small Business
2/20/2015,-246.2761,Consumer
2/20/2015,55.1946,Consumer
2/20/2015,-307.2965,Consumer
3/19/2015,-16.06374,Consumer
5/9/2015,-160.3847,Consumer
6/5/2015,732.2698,Consumer
6/30/2015,270.8743,Consumer
1/21/2015,333.7605,Consumer
5/9/2015,-120.59,Consumer
3/19/2015,-12.078,Consumer
6/5/2015,1231.6569,Consumer
6/30/2015,219.5442,Consumer
2/20/2015,-185.17,Consumer
2/20/2015,31.1328,Consumer
2/20/2015,-231.05,Consumer
2/23/2015,-165.5949204,Consumer
2/23/2015,-21.684,Consumer
